blue_wins,first_blood,dragons,heralds,towers_destroyed,wards_placed,wards_destroyed,experience,kills,assists,gold,minions,avg_level,elite_monsters,total_jungle_minions_killed
1,1,1,1,0,39,-1,-1304,-1,-8,-1799,-6,0,2,-4
1,1,1,0,0,4,3,3231,9,8,3296,0,1,1,1
1,0,-1,0,0,-5,1,57,-3,-2,-1942,-35,0.20000000000000018,-1,20
1,1,1,0,0,1,2,247,4,7,2013,17,0.20000000000000018,1,-29
1,1,1,1,0,-8,4,1210,4,4,3574,55,0.20000000000000018,2,7
1,1,1,-1,0,-15,2,5033,10,4,6000,104,1,0,-20
0,0,0,-1,0,7,-3,-2320,-4,-7,-3128,-39,-0.5999999999999996,-1,-10
1,0,1,1,0,-3,2,1059,0,-1,1229,54,0.20000000000000018,2,0
0,1,-1,1,0,4,1,1300,-5,-3,1285,96,0.40000000000000036,0,7
0,0,-1,0,0,26,-13,-1385,-5,-2,-3274,-62,-0.40000000000000036,-1,12
0,0,-1,0,0,-1,2,325,-3,-8,-1770,21,0.20000000000000018,-1,1
1,1,1,0,0,35,-2,890,5,10,1892,-39,0.20000000000000018,1,3
0,1,0,0,0,0,3,902,1,2,525,7,0.20000000000000018,0,0
0,1,1,0,0,-4,4,-498,-1,0,-415,8,-0.40000000000000036,1,-4
1,0,-1,0,0,-5,1,-1585,-4,-3,-1751,5,-0.20000000000000018,-1,-8
1,1,-1,1,1,-5,0,2458,8,4,4453,5,0,0,10
0,1,1,0,0,-12,-2,441,5,8,1393,-25,0.20000000000000018,1,4
1,0,1,1,0,1,0,154,1,-6,534,56,0,2,-23
0,1,-1,0,0,3,1,-2246,-9,-16,-3301,23,-0.6000000000000005,-1,1
1,0,1,1,0,3,-2,-2023,-3,-3,-2022,-52,-0.40000000000000036,2,20
0,0,-1,0,0,-37,-1,-172,-3,-3,176,50,0.20000000000000018,-1,-9
0,0,-1,1,0,-1,3,-559,-3,-1,-458,-5,0,0,0
0,1,-1,0,0,-34,9,-576,2,6,676,-34,-0.40000000000000036,-1,7
1,0,1,-1,0,4,3,3339,2,5,2536,8,0.7999999999999998,0,36
1,0,0,-1,0,13,3,-2784,-4,1,-1751,-11,-0.6000000000000005,-1,-14
1,0,-1,-1,0,1,-2,-1467,-3,-1,-1516,-3,0,-2,-2
0,1,0,0,0,-1,0,-2246,-4,0,-2566,-66,-0.39999999999999947,0,1
0,1,-1,0,0,69,1,-2678,-4,1,-2023,-25,-0.40000000000000036,-1,-13
0,0,0,1,0,-2,-1,179,-1,-4,-276,33,0,1,3
1,1,1,1,0,6,3,1834,3,2,1574,11,0.40000000000000036,2,17
1,0,-1,0,0,7,0,2190,3,9,2378,26,0.40000000000000036,-1,-2
0,1,-1,-1,0,4,1,-2518,-5,-6,-3223,-40,-0.40000000000000036,-2,-20
0,0,-1,0,0,-22,-2,1415,0,-1,808,24,0,-1,7
1,1,0,0,0,23,0,2825,6,2,3803,37,0.5999999999999996,0,-6
0,0,-1,0,0,-2,2,-1842,-6,-4,-3360,-34,-0.40000000000000036,-1,-8
1,0,0,-1,0,-5,1,1405,4,8,2397,-5,0.40000000000000036,-1,20
0,1,0,0,0,4,-5,-1828,-3,-2,-883,30,-0.40000000000000036,0,8
0,1,-1,-1,0,-26,-1,-2478,-3,-4,-2638,-2,-0.39999999999999947,-2,-24
1,1,0,0,0,1,3,5420,11,11,5035,-5,1.2000000000000002,0,16
0,1,-1,-1,0,3,0,-899,-3,-2,-1003,17,0,-2,1
0,1,-1,0,0,0,-1,-1151,-3,-6,-1963,2,-0.40000000000000036,-1,4
0,0,-1,0,0,20,-1,-1471,-1,-1,-1071,-27,-0.20000000000000018,-1,11
1,1,0,0,0,2,0,1090,1,2,897,-10,0,0,21
1,1,1,1,0,-2,3,1292,3,2,1946,15,0,2,10
0,0,-1,1,0,5,-2,-1440,0,-1,-219,10,-0.40000000000000036,0,-4
1,1,0,0,0,3,5,1331,2,0,1588,26,0,0,-10
0,0,-1,0,0,0,0,-723,-4,-3,-1889,5,0,-1,-7
1,0,1,0,0,2,1,432,-2,-2,-720,-28,0,1,36
0,1,-1,-1,0,-3,0,-1978,-9,-6,-2388,15,-0.5999999999999996,-2,12
0,0,-1,0,0,0,-2,-4786,-10,-9,-5668,-51,-1,-1,2
1,0,1,0,0,2,-1,1493,-1,-3,527,62,0.20000000000000018,1,10
1,1,-1,1,0,-36,-2,-730,2,-1,1496,41,0,0,-2
0,0,-1,-1,0,-2,3,-3073,-6,-8,-4245,-51,-0.5999999999999996,-2,-8
0,1,1,-1,0,-1,5,2410,5,9,3386,-22,0.7999999999999998,0,-14
0,0,-1,0,0,2,0,-2166,-5,-9,-3145,-35,-0.6000000000000005,-1,-5
0,0,1,0,0,-1,-1,-15,-4,-8,-1325,-12,0,1,26
1,0,1,1,0,0,4,-1144,-3,-2,-1623,-12,0,2,8
1,0,1,0,0,-1,-4,759,0,3,1076,-2,0.20000000000000018,1,15
1,0,1,0,0,3,-2,-667,-3,3,-1156,-38,0,1,-6
0,0,0,1,0,4,0,-9,0,-3,450,8,0,1,8
1,1,0,1,2,-1,0,4467,2,0,4363,82,1.2000000000000002,1,19
1,1,1,0,0,0,1,2885,5,7,2262,-8,0.6000000000000005,1,18
0,1,0,0,0,5,-1,187,-3,-2,-367,7,-0.40000000000000036,0,3
1,0,-1,0,0,-2,5,2080,3,5,1214,4,0.40000000000000036,-1,-27
1,1,1,0,0,-2,-1,-337,3,6,1728,-6,0,1,1
1,1,-1,0,0,10,-2,917,1,-1,959,5,0,-1,20
1,1,-1,1,0,62,-2,323,0,1,924,21,0.20000000000000018,0,10
1,1,1,0,0,2,0,3126,10,11,4544,45,0.6000000000000005,1,-15
0,0,1,1,-1,-19,0,-2983,-7,-8,-4847,-8,-0.8000000000000007,2,-4
1,1,1,-1,0,61,1,669,6,15,1849,-4,0.6000000000000005,0,-10
1,0,0,0,0,-27,2,-2689,-4,-2,-3891,-66,-0.7999999999999998,0,-7
0,1,-1,0,0,-6,3,-1942,-3,-1,-1314,-1,-0.40000000000000036,-1,-17
1,1,0,0,0,-29,-2,91,4,9,2718,7,0.40000000000000036,0,0
0,0,-1,-1,0,1,4,-1268,-5,-9,-2174,-10,-0.20000000000000018,-2,-12
1,1,1,0,0,-31,10,720,3,1,1093,13,0.20000000000000018,1,-8
1,0,0,0,0,-37,1,-438,1,-5,-215,-18,-0.20000000000000018,0,10
1,1,-1,1,0,-35,-1,-1157,1,4,635,-2,-0.39999999999999947,0,-21
1,0,0,-1,-1,4,2,1209,0,0,120,11,0.6000000000000005,-1,7
1,0,1,0,0,6,2,661,1,-1,194,-11,0.40000000000000036,1,24
1,1,1,0,0,-2,2,1578,7,20,3581,25,0.40000000000000036,1,-1
0,0,0,0,0,-131,0,-2561,-7,-3,-3622,-32,-0.40000000000000036,0,-1
1,1,1,-1,0,29,-2,312,0,-2,-303,0,0,0,-8
0,0,1,0,0,-4,0,-305,1,-3,-1295,-51,0,1,4
0,0,-1,-1,0,24,1,-1880,-4,-3,-3006,-45,-0.20000000000000018,-2,0
1,1,-1,1,0,22,3,371,1,3,1090,17,0.20000000000000018,0,4
1,0,1,0,0,-2,2,1794,1,-1,324,-11,0.5999999999999996,1,35
1,1,-1,0,0,-5,-3,-2448,-4,-4,-2025,-18,-0.6000000000000005,-1,-17
0,1,-1,0,0,24,-2,-907,-1,-3,-416,2,-0.40000000000000036,-1,-8
0,1,-1,1,0,-28,14,1154,0,-3,62,30,0.40000000000000036,0,-15
0,1,-1,0,0,-20,-2,-1341,-2,-9,-67,21,-0.6000000000000005,-1,20
1,0,1,0,0,5,3,3968,7,9,5163,52,0.7999999999999998,1,1
1,1,1,0,0,2,4,1957,6,12,2728,2,0.20000000000000018,1,-3
0,0,1,0,0,-27,10,-1400,-6,-6,-3559,-52,-0.40000000000000036,1,9
1,1,1,1,0,22,-4,-131,2,2,184,-16,-0.20000000000000018,2,-8
0,1,1,0,0,4,-2,-1012,-3,-2,-2040,-18,-0.5999999999999996,1,-14
1,1,1,0,0,-39,0,726,5,6,2151,-14,0.20000000000000018,1,5
0,0,0,0,0,18,2,-1634,-2,1,-2452,-61,-0.40000000000000036,0,4
1,1,1,1,0,23,-1,2259,3,4,3255,31,0.40000000000000036,2,12
1,1,-1,0,0,19,-1,858,6,4,1128,4,0,-1,-30
1,1,0,1,1,9,0,979,1,4,1909,5,0.40000000000000036,1,19
1,0,0,0,0,3,0,1493,4,1,3397,37,0.20000000000000018,0,-6
0,0,-1,0,0,4,-1,-1320,-4,-11,-3563,-16,-0.20000000000000018,-1,-20
0,1,1,0,0,-2,1,1686,-2,-9,-361,17,0.39999999999999947,1,3
1,0,0,1,0,-21,0,992,1,-1,-513,-23,0,1,3
1,0,0,0,0,0,4,3076,7,6,4872,36,1,0,14
0,0,0,1,0,18,1,2102,-1,-2,985,19,0.7999999999999998,1,11
1,1,1,-1,0,-5,1,-1870,-4,-6,-1599,2,-0.20000000000000018,0,-1
1,0,1,0,0,0,1,1703,7,10,1719,-26,0.40000000000000036,1,1
0,0,0,-1,0,-1,0,-2207,-5,-5,-2641,-35,-0.40000000000000036,-1,12
0,1,-1,-1,0,-4,4,-2325,-6,-9,-2846,-28,-0.6000000000000005,-2,-6
0,0,-1,0,0,-15,-1,-2276,-7,-11,-3891,-12,-0.8000000000000007,-1,-22
1,0,1,0,0,3,-1,5368,9,6,6202,59,1,1,20
1,0,0,0,0,0,1,2167,1,2,2330,34,0.40000000000000036,0,16
0,1,0,0,0,3,0,1750,2,-2,3089,69,0.40000000000000036,0,4
1,0,0,0,0,24,1,867,1,0,540,11,0.40000000000000036,0,-11
1,1,-1,1,0,29,0,-1704,1,1,508,-18,-0.6000000000000005,0,-19
0,1,1,0,0,128,3,-1035,3,6,625,-15,0.20000000000000018,1,-34
1,1,1,0,0,23,2,1962,3,4,2481,24,0.40000000000000036,1,8
1,1,1,0,0,-4,2,2669,5,4,2796,6,0.6000000000000005,1,-1
1,0,1,0,0,3,4,2123,5,3,2089,-8,0.40000000000000036,1,5
1,1,1,0,0,-27,-5,-703,-1,-2,-608,-20,0,1,15
0,1,0,0,0,-2,-1,-1753,-2,-5,-1923,-12,-0.40000000000000036,0,-16
0,0,-1,0,0,-30,-3,-546,0,0,-951,3,-0.20000000000000018,-1,-12
1,1,1,0,0,0,-1,701,2,2,1428,42,0.20000000000000018,1,-19
0,1,1,-1,0,4,0,1145,3,4,1131,-35,0.20000000000000018,0,4
0,0,0,1,0,28,1,-1010,-3,-11,-1972,-35,-0.20000000000000018,1,13
0,1,-1,0,0,-22,-1,-1819,-2,-6,-2242,-58,-0.20000000000000018,-1,18
1,1,1,-1,0,0,1,-268,3,7,2287,35,-0.40000000000000036,0,-20
0,0,0,-1,0,5,-1,2396,3,4,1367,39,0.6000000000000005,-1,8
1,1,1,1,0,-5,4,2954,4,4,2580,45,0.6000000000000005,2,0
0,0,1,0,0,81,1,-562,4,12,786,-46,-0.39999999999999947,1,-8
1,1,1,1,0,-19,-1,-57,-1,-5,152,2,0,2,36
1,1,-1,0,0,-25,3,281,4,6,2802,13,0.40000000000000036,-1,-12
0,0,-1,0,0,1,-2,-1393,-1,1,-1610,-15,-0.39999999999999947,-1,-12
1,0,-1,0,0,-4,-1,-21,4,1,1543,27,0,-1,-4
1,0,0,0,0,1,0,2606,4,3,1915,4,0.1999999999999993,0,1
1,0,1,0,0,0,4,364,1,6,-595,-26,0,1,1
0,1,0,0,0,0,0,-911,-1,1,-1190,-17,0,0,-13
1,1,-1,1,0,-1,-4,806,4,1,1820,13,0,0,-12
0,0,1,1,0,-1,0,-2244,-3,-3,-2630,-37,-0.40000000000000036,2,1
1,0,-1,0,0,-3,-6,-789,0,0,-1327,-23,-0.20000000000000018,-1,-20
1,0,0,-1,0,2,3,1016,4,7,1417,-14,0.40000000000000036,-1,-12
0,1,1,0,0,0,-2,409,0,-3,71,13,0,1,12
1,0,-1,0,0,-5,0,1052,1,-2,17,-8,0.40000000000000036,-1,9
0,1,1,1,0,3,0,840,1,3,151,0,0,2,-8
1,1,1,-1,0,-1,1,3220,7,6,4817,41,0.6000000000000005,0,12
0,0,-1,0,0,1,-3,-2763,-5,-6,-3400,-38,-0.6000000000000005,-1,-22
0,1,-1,0,0,-17,-2,-556,-2,-10,-944,26,0,-1,-8
0,0,1,-1,-1,3,-1,18,-4,0,-2839,-25,-0.40000000000000036,0,-5
1,1,1,0,0,-48,0,-165,3,4,818,46,0,1,-7
0,0,-1,-1,-1,-21,-1,-4733,-7,-4,-6286,-93,-1.3999999999999995,-2,-9
0,0,-1,0,0,9,-2,-3285,-7,-7,-3799,-26,-0.6000000000000005,-1,-4
1,0,1,1,1,-1,2,3489,6,2,4428,22,0.6000000000000005,2,6
1,1,-1,0,0,33,6,3527,8,8,4388,28,0.6000000000000005,-1,-1
0,0,1,0,0,-4,1,-1634,-4,-6,-3045,-36,-0.6000000000000005,1,7
0,0,0,-1,0,-1,0,-778,-2,-6,-1497,3,-0.20000000000000018,-1,4
0,0,1,0,0,34,-2,-2153,-1,2,-1696,-11,-0.5999999999999996,1,-3
1,0,0,-1,0,25,-4,-1480,1,4,733,-60,-0.20000000000000018,-1,8
1,1,1,0,0,-1,4,-1487,-1,1,-606,3,-0.20000000000000018,1,0
0,0,0,-1,0,19,0,-753,-2,-2,-2420,-15,0,-1,-14
0,0,-1,0,0,-8,3,110,-5,-9,-2037,14,0,-1,12
1,0,-1,0,0,-5,0,1404,0,-2,631,14,0.1999999999999993,-1,5
0,0,-1,1,0,-7,0,-2103,0,-3,-1570,-19,-0.39999999999999947,0,-28
1,0,1,0,0,2,1,870,0,2,-471,-28,0.6000000000000005,1,17
1,0,0,0,0,-2,0,-108,-1,-1,-1211,4,0.20000000000000018,0,-19
1,1,-1,1,0,3,-2,1708,5,2,2740,32,0.20000000000000018,0,-22
1,0,0,1,0,-19,11,2521,2,1,1947,-6,0.40000000000000036,1,16
1,1,0,0,0,-13,2,3798,7,7,4712,63,1,0,-1
0,1,1,0,0,-4,4,1256,1,3,1115,15,0,1,-8
1,0,0,0,0,22,1,-116,-1,0,-833,-63,-0.20000000000000018,0,23
1,0,-1,0,0,135,-1,633,4,2,564,-6,0.40000000000000036,-1,-25
0,1,0,1,-1,26,-2,1794,0,3,-589,-40,0.20000000000000018,1,32
1,1,0,0,0,5,4,2593,5,0,3020,38,0.40000000000000036,0,-8
1,1,1,-1,0,-3,0,-2802,1,0,-1339,-20,-0.7999999999999998,0,-35
0,1,1,-1,0,5,-1,577,6,14,1487,-46,0.40000000000000036,0,-20
1,1,1,1,0,-1,2,-37,2,4,579,-29,0,2,-9
1,1,0,0,0,-9,2,659,3,4,975,-23,0,0,8
1,1,1,0,0,35,3,1171,4,0,1417,-34,0.20000000000000018,1,15
1,1,1,1,1,5,1,1411,2,6,2768,28,0.20000000000000018,2,-20
1,1,-1,0,0,-5,4,2558,7,18,3897,27,0.6000000000000005,-1,21
0,0,-1,0,0,-24,0,-3612,-7,-7,-4631,-26,-0.8000000000000007,-1,-24
0,0,-1,-1,0,4,-1,-458,-1,0,-46,50,-0.40000000000000036,-2,7
0,0,-1,0,1,-18,1,-419,-5,-7,-258,32,0,-1,7
1,0,1,0,0,-3,2,4032,6,4,2845,76,1,1,8
0,0,-1,0,0,-19,0,-3271,-7,-8,-3177,-13,-0.7999999999999998,-1,-10
1,1,1,0,0,-2,2,398,4,8,2988,37,-0.20000000000000018,1,6
1,1,1,0,0,1,0,1566,3,1,2443,24,0.5999999999999996,1,-7
1,1,1,1,0,-2,1,-176,1,0,-11,-3,-0.6000000000000005,2,1
1,0,1,0,0,-32,-4,17,-1,-4,286,-29,0,1,1
0,1,1,1,0,-24,13,-819,-1,1,90,3,-0.20000000000000018,2,-9
1,0,0,0,0,-3,-1,1790,1,-4,403,20,0.40000000000000036,0,6
1,1,0,0,0,0,1,2622,7,10,3135,-21,0.8000000000000007,0,-8
0,0,-1,0,0,2,0,160,2,3,372,-19,0.20000000000000018,-1,1
1,0,1,0,0,12,1,-872,-2,-4,-1636,-15,-0.20000000000000018,1,-12
1,1,1,1,0,-2,0,4058,11,10,5586,40,0.7999999999999998,2,24
0,0,-1,0,0,-2,0,-1094,-3,-3,-2105,-2,0,-1,12
1,0,-1,1,0,-2,-3,-653,-2,-4,-1374,-26,-0.20000000000000018,0,17
0,0,0,-1,0,-5,-2,-2885,-5,-1,-2166,10,-0.40000000000000036,-1,-15
1,0,0,0,0,1,-1,275,1,-2,930,47,0,0,-6
0,0,1,0,0,-87,0,-650,-3,-3,-950,11,0,1,-16
1,1,1,-1,-1,-1,-2,-1685,-1,0,-2421,-47,0,0,4
1,0,-1,0,0,5,1,-633,-1,-3,-891,-8,0,-1,8
1,0,-1,0,0,20,1,232,-1,-5,-211,24,0.20000000000000018,-1,-8
1,1,-1,-1,0,-4,-2,-1523,-1,-2,-405,-13,-0.40000000000000036,-2,-1
1,1,-1,0,0,5,0,2502,3,4,2361,46,1,-1,0
1,0,1,0,0,-3,-1,-565,-1,1,-134,-7,-0.20000000000000018,1,7
1,1,1,0,0,2,0,1120,3,7,2062,-1,0,1,13
1,1,-1,1,0,5,-1,1771,3,3,2089,45,0.39999999999999947,0,9
0,0,-1,-1,0,2,1,-3249,-9,-16,-5377,-58,-0.7999999999999998,-2,-18
1,1,1,-1,0,2,1,-79,0,-4,-282,34,-0.20000000000000018,0,-5
0,0,0,0,0,1,1,-447,-1,4,-443,-3,0,0,3
0,0,0,0,0,-27,1,-1229,-6,-5,-3122,-23,-0.20000000000000018,0,24
0,0,1,0,0,-4,1,-1778,-3,-3,-2425,-19,-0.6000000000000005,1,-10
1,0,-1,0,0,-10,3,840,-2,-3,-813,6,0.20000000000000018,-1,-7
1,0,-1,-1,0,3,3,1678,1,3,1378,-1,0.40000000000000036,-2,-6
0,0,-1,0,0,13,3,1059,0,-1,1542,28,0,-1,-3
0,0,-1,0,0,71,0,-424,-4,-6,-1553,-15,0,-1,-7
1,1,1,0,0,1,4,2686,8,12,4250,26,1,1,6
1,1,0,1,0,-41,-1,2140,5,4,2772,9,0.6000000000000005,1,4
1,1,1,0,0,4,0,-1416,0,3,-484,4,-0.40000000000000036,1,-8
1,1,1,1,0,2,3,-544,3,6,1110,-12,-0.20000000000000018,2,-8
0,0,-1,1,1,-31,4,11,1,0,1467,10,-0.20000000000000018,0,1
1,1,1,1,0,1,1,94,2,3,1095,-62,0,2,8
1,1,1,0,1,7,-2,2153,6,4,5169,55,0.6000000000000005,1,7
0,0,-1,-1,0,0,0,-916,-2,-1,-1547,-17,-0.6000000000000005,-2,-4
1,1,-1,0,0,4,1,2175,10,17,5680,36,0.5999999999999996,-1,-13
0,1,0,0,0,0,1,-164,0,-1,823,6,0,0,-1
1,1,1,1,0,47,2,442,5,7,1799,0,0.20000000000000018,2,-28
0,0,-1,1,0,2,0,569,-2,-2,-757,5,0.20000000000000018,0,2
1,1,1,0,0,75,-4,-339,2,3,91,-50,-0.20000000000000018,1,3
0,0,-1,1,0,18,-3,-370,-3,-10,-1538,-8,-0.40000000000000036,0,7
1,0,1,1,0,-3,2,1524,2,1,2228,24,0.5999999999999996,2,7
0,1,-1,0,0,1,1,3243,8,10,4869,32,0.7999999999999998,-1,16
1,0,0,0,0,3,-2,-120,2,3,640,-2,-0.20000000000000018,0,-3
1,0,0,0,0,7,0,-1775,-3,1,-1871,-50,-0.40000000000000036,0,11
0,0,-1,0,0,-33,-6,-1838,-2,-3,-2189,-25,-0.20000000000000018,-1,-29
0,1,0,0,0,5,1,-775,-2,-2,474,38,-0.40000000000000036,0,-11
0,0,0,0,0,2,-1,-646,-5,-8,-1072,-10,-0.40000000000000036,0,28
0,1,-1,0,0,-5,2,-1700,-6,-8,-2817,-16,-0.40000000000000036,-1,-2
1,0,1,0,0,-4,2,-465,1,3,-243,-40,0,1,-4
0,0,1,0,0,2,1,-1565,0,2,-1517,-53,-0.40000000000000036,1,8
0,0,-1,0,0,-17,-4,-3400,-6,-4,-3205,-26,-1.2000000000000002,-1,7
0,0,-1,0,0,-3,0,-2751,-3,3,-2820,-52,-0.8000000000000007,-1,-27
1,1,1,0,0,-1,-1,1010,4,9,1722,-12,0.5999999999999996,1,-12
1,1,1,1,0,1,-1,1595,4,3,1978,65,0,2,-14
1,1,0,0,0,-22,2,618,2,-2,171,-18,0.40000000000000036,0,16
0,0,1,-1,0,-2,3,405,2,6,659,14,0.20000000000000018,0,-5
1,0,1,-1,0,-10,5,-2746,-5,-2,-2974,-24,-0.6000000000000005,0,-16
0,0,-1,0,0,72,1,-3306,-6,-7,-3078,-20,-1.2000000000000002,-1,-8
0,1,-1,0,0,-1,1,282,1,-3,1153,2,0.40000000000000036,-1,7
1,1,1,1,0,0,-1,2862,6,5,3878,21,0.6000000000000005,2,20
1,1,1,1,0,3,-3,1557,4,4,2717,-7,0,2,-8
1,1,-1,0,0,67,-3,3164,2,3,3038,96,1,-1,-8
0,0,-1,0,0,-25,-1,-584,-3,-8,-1903,-10,0,-1,-17
1,1,-1,0,0,3,0,2843,4,1,3518,41,0.39999999999999947,-1,12
1,0,0,0,0,-34,1,259,0,0,216,31,0,0,8
0,1,-1,0,0,19,1,-196,-3,-5,-509,29,0.20000000000000018,-1,4
0,0,0,-1,0,-6,-2,372,3,7,978,-18,0,-1,-18
1,1,1,0,0,35,2,1871,8,7,1884,-20,0.5999999999999996,1,24
1,1,-1,1,0,3,0,2062,6,6,2224,-22,0.6000000000000005,0,6
0,0,-1,1,0,1,-2,252,-3,2,-1079,-27,0,0,-8
0,0,-1,-1,0,1,-3,-1778,-2,-2,-1768,-52,-0.6000000000000005,-2,-19
0,0,1,0,0,-1,0,-476,0,-4,-886,-8,0,1,-4
1,1,0,0,0,51,0,1450,6,14,3017,12,0.20000000000000018,0,-4
0,1,1,0,0,-4,5,120,0,-4,-431,-22,0,1,-4
0,0,0,0,0,66,-3,-2637,-6,-1,-2618,3,-0.7999999999999998,0,-13
0,1,1,1,0,1,2,-665,0,-3,-740,-35,0,2,-12
1,1,0,1,0,3,-2,3457,7,6,3982,32,1,1,20
0,0,-1,0,0,4,-2,-1740,-5,-1,-2028,-31,-0.40000000000000036,-1,-8
1,0,-1,1,2,1,-1,3668,6,2,5649,32,1,0,19
0,0,-1,-1,0,-6,-1,-4010,-9,-7,-4949,-63,-1,-2,2
1,1,1,1,1,2,1,4211,5,-2,4867,64,0.8000000000000007,2,16
0,0,1,1,0,0,0,-226,-4,-6,-978,45,-0.40000000000000036,2,24
0,0,0,0,0,-39,1,1426,4,3,2425,-19,0.40000000000000036,0,29
1,1,1,0,0,1,1,2726,6,6,3815,24,0.8000000000000007,1,-1
1,1,1,0,0,31,1,2257,2,-4,976,-17,0.40000000000000036,1,25
1,1,1,0,0,-6,2,-426,1,3,862,38,0.20000000000000018,1,-2
0,1,-1,0,0,-44,-5,-26,1,3,-403,-26,0,-1,-10
0,0,0,-1,0,63,-1,-1476,-4,-2,-2204,-24,-0.20000000000000018,-1,-1
1,1,1,0,0,-19,-2,-1275,0,-2,-219,-5,-0.20000000000000018,1,-4
1,1,-1,1,0,-5,0,4040,11,13,5330,57,0.6000000000000005,0,-8
1,1,1,1,0,-36,-2,1608,5,11,3414,-10,0.20000000000000018,2,33
0,1,0,0,0,2,-1,-622,1,0,792,35,-0.20000000000000018,0,-7
1,1,-1,-1,0,4,-2,-399,-3,-3,-146,-11,0,-2,27
0,1,0,1,0,-4,3,-1724,0,-3,-1578,-68,-0.20000000000000018,1,-15
1,1,-1,0,0,5,-4,-701,-1,0,-769,-10,0,-1,-12
1,0,0,0,0,0,0,1798,3,1,1860,-21,0.5999999999999996,0,17
1,1,0,0,0,6,-3,2979,7,4,3525,-2,0.7999999999999998,0,12
1,1,1,-1,0,1,-1,-305,4,11,679,-4,0,0,0
0,0,-1,0,0,-1,-1,-1896,-4,-3,-2555,-24,-0.6000000000000005,-1,-10
0,1,-1,-1,0,57,-8,425,5,1,765,-16,0,-2,-18
0,1,-1,-1,0,44,0,-2380,-2,-1,-1221,-24,-0.40000000000000036,-2,-11
1,0,-1,0,0,14,3,3211,4,7,4492,49,0.6000000000000005,-1,22
0,0,0,0,0,-22,-5,-273,-1,0,186,9,-0.40000000000000036,0,-3
1,1,1,0,0,0,1,996,1,-1,1227,-22,0.6000000000000005,1,17
1,0,-1,1,0,0,2,-456,-2,-4,-70,17,-0.5999999999999996,0,-8
0,0,0,0,0,19,2,-1335,-1,-1,-1605,-25,-0.20000000000000018,0,-8
0,0,-1,0,0,-6,-1,-3351,-5,-6,-3465,-27,-1,-1,-24
0,1,-1,1,0,-32,6,-1022,1,10,-431,-35,0,0,-7
1,0,0,0,0,5,0,451,1,7,1083,-14,0,0,6
0,0,0,0,0,-7,-1,-360,-1,-7,-1259,-32,-0.20000000000000018,0,-8
0,0,0,-1,-1,-64,-3,-4611,-8,-10,-6801,-68,-1.2000000000000002,-1,1
1,1,1,-1,0,0,-1,191,-3,0,1158,23,0.20000000000000018,0,39
1,1,1,1,0,2,-1,1371,4,2,2053,0,0.6000000000000005,2,13
1,0,-1,0,0,4,1,1983,4,4,604,0,0.6000000000000005,-1,-20
1,0,-1,1,1,-3,1,616,-4,-9,75,49,0,0,-7
0,1,0,0,0,2,2,-927,-2,-3,-542,24,-0.20000000000000018,0,-5
1,1,-1,0,0,1,0,-98,2,6,1099,6,0,-1,7
1,1,1,0,0,74,3,263,4,-2,2183,34,0,1,-20
1,1,1,1,0,-2,3,224,0,-1,791,-8,0,2,14
0,0,0,-1,0,-3,-1,-3434,-5,-8,-3614,-13,-0.6000000000000005,-1,-10
0,1,1,1,0,-3,0,589,9,7,1220,-5,0,2,-16
0,1,0,0,0,-3,0,-2059,-1,-2,-1827,-36,-0.8000000000000007,0,2
0,0,-1,0,0,3,0,751,3,3,583,28,0,-1,-23
0,1,-1,1,0,-41,-1,-1054,1,4,-334,-11,-0.20000000000000018,0,-17
0,0,-1,0,0,-2,3,-1188,-5,-9,-2494,2,0,-1,-13
1,1,0,0,1,-155,4,2407,5,-10,2658,82,0.6000000000000005,0,13
1,0,1,-1,0,2,-3,-303,0,-1,-116,21,-0.20000000000000018,0,-8
1,1,1,1,0,-59,-1,-2391,1,3,-197,-17,-0.40000000000000036,2,-2
0,0,0,0,0,2,-1,521,2,4,760,-26,0,0,4
1,0,-1,0,0,-23,0,1259,1,1,1224,5,0.20000000000000018,-1,13
0,0,0,-1,-1,3,-1,-3107,-9,-10,-6076,-13,-0.39999999999999947,-1,-11
0,0,1,0,0,-24,-4,-917,-3,-10,-2339,-38,-0.40000000000000036,1,-5
1,1,-1,0,0,-6,-2,1325,2,4,2590,53,0.20000000000000018,-1,5
0,1,1,0,0,0,-7,1409,4,3,2175,13,0.20000000000000018,1,12
0,1,1,0,0,4,2,-284,-1,5,1188,47,0,1,6
0,0,-1,0,0,-3,4,3902,4,1,1651,18,1,-1,13
0,0,-1,0,0,-3,2,2135,2,-1,-187,-27,0.40000000000000036,-1,4
0,0,-1,0,0,-2,2,-4160,-7,-10,-4868,-62,-1,-1,4
0,0,0,-1,0,20,-1,-3222,-5,-4,-4149,-70,-0.5999999999999996,-1,-5
0,0,0,0,0,-2,-3,-1426,-3,-5,-2602,-30,-0.6000000000000005,0,-6
1,1,1,0,-1,-7,-1,1114,-1,-5,-1018,40,0,1,0
1,0,-1,0,0,5,3,1185,5,4,2718,-22,0,-1,12
1,1,1,0,0,1,1,2415,12,11,4899,34,0.7999999999999998,1,-21
1,0,-1,0,0,4,1,-2597,0,1,-1344,-14,-0.40000000000000036,-1,-27
1,1,1,0,0,3,2,1725,8,10,3781,2,0.40000000000000036,1,7
1,1,1,0,0,-1,-2,3696,4,0,3328,64,0.7999999999999998,1,22
